,asin,name,category,description,price,rating,No_of_Rating
1997,B0029RY3TG,"Dabur Vatika Naturals Intensive Nourishment (egg protein) Hair Mask, 500 Grams",Hair Care,"Brand


Dabur




Scent


Egg protein




Hair Type


Damaged,Frizzy




Liquid Volume


500 Milliliters




Item Dimensions LxWxH


3.5 x 2.5 x 4.5 inches",12.09 ,4.4,1755
1998,B002A9JONI,blinc Original Tubing Mascara,Makeup,"Color


Black




Product Benefits


Smudge proof, fade proof, run proof, and smear proof. Great for sensitive eyes and sensitive skin.




Ingredients


Water/Aqua, Ammonium Acrylates Copolymer, Butylene Glycol, Acrylates Copolymer, Tromethamine, Phenoxyethanol, Sodium Dehydroacetate, Ethylparaben, Pentasodium Triphosphate [May Contain +/-: Iron Oxides (CI 77499, CI 77492, CI 77491), Titanium Dioxide (CI 77891), Mica (CI 77019), Ultramarines (CI 77007), Chromium Oxide Greens (CI 77288)]Water/Aqua, Ammonium Acrylates Copolymer, Butylene Glycol, Acrylates Copolymer, Tr…

See more





Item Volume


1 Milliliters




Is Waterproof


True",26.00 ,3.9,4028
1999,B002AA13M2,"Irish Spring Bath Bar Soap, Original, 3.75 Ounce, 12 Count (Pack of 1)",Skin Care,"Item Form


Bar




Brand


Irish Spring




Scent


Original




Skin Type


Normal




Age Range (Description)


Adult",5.67 ,4.7,484
2000,B002AQF3PO,Yuko Phiten Bella Treatment 24.7 oz,Hair Care,"Brand


YUKO




Hair Type


Chemically Treated




Item Dimensions LxWxH


4.5 x 4.5 x 4.5 inches




Product Benefits


Softening




Material Feature


Natural",33.99 ,4.6,253
2001,B002AQX3NS,Avon Wash-Off Waterproof Mascara -Black,Makeup,"Color


Black




Product Benefits


Separating




Country/Region Of Origin


United States




Is Waterproof


True




Unit Count


1 Count",10.99 ,4.5,477
2002,B002B4LU8O,"e.l.f. Lip Primer & Plumper, Instantly Volumizes Lips, Glossy Finish & All-Day Wear, Natural/Clear, 0.05 Oz (1.35g)",Makeup,"Brand


E.l.f.




Item Form


Stick




Skin Type


Normal




Finish Type


Natural




Item Volume


1 Fluid Ounces",6.00 ,3.8,2455
2003,B002B4LUF2,E.l.f Studio Contouring Blush and Bronzing Powder St Lucia,Makeup,"Color


Blushed and Bronzed




Brand


E.l.f.




Item Weight


0.05 Pounds




Item Dimensions LxWxH


5 x 3 x 2 inches




Skin Tone


All",6.50 ,4.3,420
2004,B002B4NP00,"e.l.f. Translucent Mattifying Powder, Translucent, 0.13 Ounce",Makeup,"Brand


E.l.f.




Product Benefits


Make Up Setting




Item Weight


10 Grams




Item Dimensions LxWxH


0.75 x 4 x 3.75 inches




Item Form


Powder",6.99 ,4.4,215
2005,B002B4O7XE,"e.l.f. Under Eye Concealer and Highlighter, Glow Fair, 0.20 Ounce",Makeup,"Color


Glow Fair




Brand


E.l.f.




Finish Type


Natural




Item Weight


0.06 Pounds




Item Dimensions LxWxH


0.8 x 1.25 x 6.9 inches",7.90 ,4.4,1404
2006,B002B8BCA6,"Original Sprout Miracle Detangler. Hair Moisturizer and Leave-In Conditioner Spray,12 oz",Hair Care,"Brand


Original Sprout




Scent


Rosemary




Hair Type


All




Liquid Volume


12 Fluid Ounces




Ingredients


Citric Acid (Vitamin C) & Phthalate Free Fragrance With Essential Oils",23.95 ,4.4,835
2007,B002B9DWBC,"MISSHA M PERFECT COVER BB CREAM #21 SPF 42 PA+++ 50ml-Lightweight, Multi-Function, High Coverage Makeup to help infuse moisture for firmer-looking skin with reduction in appearance of fine line",Makeup,"Special Ingredients


Hyaluronic Acid




Item Form


Cream




Brand


MISSHA




Skin Type


Acne Prone




Sun Protection


42 SPF",12.80 ,4.3,3359
2008,B002BAOMAG,"Lavanila - The Healthy Deodorant. Aluminum-Free, Vegan, Clean, and Natural - Vanilla Grapefruit 2 oz",Personal Care,"Scent


Vanilla Grapefruit




Ingredients


Aloe Barbadensis Leaf Juice (Aloe Juice, Water/aqua), Propanediol (Corn Derived), Zea Mays, (Corn Starch, Sodium Stearate (Coconut Derived), Silica, Carrageenan (Seaweed Derived), Stearyl Behenate (Coconut Derived), Citrus Medica Limonum (Lemon Peel Oil), Inulin (Artichoke Derived), Saccharomyces Ferment, Alpha-glucan Oligosaccharide (Sugar Derived), Yeast Beta Glucan, Lonicera Caprifolium (Honeysuckle) Flower Extract, Usnea Barbata (Lichen) Extract, Valeriana Officinalis Root Extract (Valerian), Hydrastis Canadensis (Goldenseal) Extract, Melaleuca Alternifolia (Tea Tree) Flower/leaf/stem Extract, Lycium Barbarum Fruit Extract (Goji Berry), Vanilla Planifolia (Vanilla) Oil, Botanical Fragrance Blend.Aloe Barbadensis Leaf Juice (Aloe Juice, Water/aqua), Propanediol (Corn Derived), Zea Mays, (Corn Starch, Sodi…

See more





Brand


LAVANILA LABORATORIES




Item Form


Aerosol




Material Type Free


Parabens; Petrochemicals; Phthalates; Propylene Glycol; Mineral Oils; Silicone; Synthetic Dyes; Synthetic Fragrances; Chemical Sunscreens; Sulfates; AluminumParabens; Petrochemicals; Phthalates; Propylene Glycol; Mineral Oils; Silicone; Synthetic Dyes; Synthetic Fragrances;…

See more",15.69 ,4.2,796
2009,B002BEHQWI,SALUX Nylon Japanese Beauty Skin Bath Wash Cloth/Towel - Blue,Personal Care,"Item Dimensions LxWxH


8 x 1 x 3 inches




Size


1 pack




Color


Blue




Material


Nylon




Brand


SALUX",5.49 ,4.7,3811
2010,B002BFIH2U,"To-Go Ware Bamboo Travel Utensils - Utensil Set with Carrying Case, Hijiki",Kitchen & Dining,"Material


Bamboo




Color


Hijiki




Brand


TO GO WARE




Is Stain Resistant


Yes




Is Dishwasher Safe


No




Number of Pieces


5",13.50 ,4.7,1798
2011,B002BFY9VS,"Lanolin, Anhydrous Lanolin X-tra Pure Pharmaceutical Grade USP and EP (Set of 4 Pots)",Skin Care,"Special Ingredients


Lanolin




Item Form


Balm




Brand


Naturals New Zealand




Use for


Whole Body




Specific Uses For Product


Dryness",36.80 ,4.8,163
2012,B002BQ3EHM,"Fruit of the Earth Vitamin E Gel, Fruit, 12 Ounce (FOTE-GEL12)",Vitamins & Dietary Supplements,"Special Ingredients


Aloe Vera




Item Form


Gel




Brand


Fruit of the Earth




Skin Type


Dry




Age Range (Description)


Adult",10.99 ,4.6,437
2013,B002BQP3GC,"TheraNeem Scalp Therap Shampoo | Protects, Nourishes and Calms Sensitive Scalp with Organic Neem and Peppermint | 12oz",Hair Care,"Brand


Thera Neem




Scent


Peppermint




Hair Type


Hair Type: For All Hair Types & Sensitive Scalps




Liquid Volume


12 Fluid Ounces




Item Weight


0.89 Pounds",14.99 ,4.4,487
2014,B002BS43HU,Slim Extreme 3D Thermo Active Cellulite Serum (8.8 oz),Skin Care,"Item Form


Serum




Brand


Eveline Cosmetics




Skin Type


All




Age Range (Description)


Adult




Scent


Neutral",8.02 ,4.1,2262
2015,B002BWOXXK,"Purpose Gentle Cleansing Wash, 12-Ounce Pump Bottles (Pack of 2)",Skin Care,"Item Form


Wash




Brand


With a Purpose




Skin Type


Sensitive,All Skin Types




Ingredients


Water, Peg-80 Sorbitan Laurate, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Peg-150 Distearate, Sodium Lauroampho Pg-Acetate Phosphate, Fragrance, Quaternium-15, Tetrasodium Edta.Water, Peg-80 Sorbitan Laurate, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Peg-150 Distearate, Sodium Lauroampho Pg-Acetate Phosphate, Fragran…

See more





Item Weight


24 Ounces",36.00 ,4.9,1014
2016,B002BWOY3Y,"Neutrogena Oil Free Pink Grapefruit Acne Face Wash with Vitamin C, Salicylic Acid Acne Treatment Medicine, Gentle Foaming Vitamin C Facial Scrub to Treat and Prevent Breakouts, 6.7 fl. oz (Pack of 2)",Skin Care,"Brand


Neutrogena




Ingredients


Active Ingredient Salicylic acid 2% (acne treatment) Inactive Ingredients Water, sodium C14-16 olefin sulfonate, glycerin, cocamidopropyl betaine, polyethylene, acrylates copolymer, sodium chloride, polysorbate 20, fragrance, sodium hydroxide, benzalkonium chloride, C12-15 alkyl lactate, disodium EDTA, polyquaternium-7, cocamidopropyl PG-dimonium chloride phosphate, sodium benzotriazolyl butylphenol sulfonate, carrageenan, agar, ascorbyl palmitate, propylene glycol, neopentyl glycol dicaprylate/dicaprate, butylene glycol, chamomilla recutita (matricaria) flower extract, camellia oleifera leaf extract, citrus grandis (grapefruit) fruit extract, mica, red 30 lake, titanium dioxide, red 40, violet 2Active Ingredient Salicylic acid 2% (acne treatment) Inactive Ingredients Water, sodium C14-16 olefin sulfonate, glycerin, cocamidopropyl betaine, polyeth…

See more





Product Benefits


Cleansing,Exfoliating




Active Ingredients


Salicylic_acid




Item Weight


1 Pounds",19.98 ,4.8,89
2017,B002BXGBSY,Dove Beauty Bar for Softer and Smoother Skin Gentle Exfoliating More Moisturizing Than Bar Soap 3.75 oz 6 Bars,Skin Care,"Item Form


Bar




Brand


Dove




Scent


Exfoliating




Skin Type


Sensitive




Ingredients


Sodium Lauroyl Isethionate, Stearic Acid, Sodium Tallowate or Sodium Palmitate, Lauric Acid, Sodium Isethionate, Water, Sodium Stearate, Cocamidopropyl Betaine, Sodium Cocoate or Sodium Palm Kernelate, Fragrance, Sodium Chloride, Microcrystalline Wax, Tetrasodium EDTA, Tetrasodium Etidronate, Blue 1 Lake, Titanium Dioxide.Sodium Lauroyl Isethionate, Stearic Acid, Sodium Tallowate or Sodium Palmitate, Lauric Acid, Sodium Isethionate, Water, Sodium Stearate, Cocamidoprop…

See more",15.21 ,4.8,514
2018,B002C3UMLK,"Cricket Professional Hair Stylist Carbon Styling Comb Set Anti-Static Heat Resistant Style Combs for All Hair Types, Variety Pack of 4",Hair Care,"Material


Carbon Fiber




Size


4 Piece Set




Brand


Cricket




Hair Type


Chemically Treated",16.95 ,4.6,367
2019,B002C4V3WG,Moroccanoil Restorative Hair Mask,Hair Care,"Brand


Moroccanoil




Scent


Fragrance Originale




Hair Type


Damaged




Liquid Volume


250 Milliliters




Ingredients


AQUA/WATER/EAU, CETEARYL ALCOHOL, ARGANIA SPINOSA (ARGAN) KERNEL OIL, CANOLA OIL, PARFUM/FRAGRANCE, BUTYROSPERMUM PARKII (SHEA) BUTTER, BEHENTRIMONIUM METHOSULFATE, CETYL ALCOHOL, CETEARETH-20, ACETAMIDE MEA, CARYOCAR BRASILIENSE FRUIT OIL, STEARETH-2, PEG-60 ALMOND GLYCERIDES, HYDROLYZED VEGETABLE PROTEIN PG-PROPYL SILANETRIOL, DMDM HYDANTOIN, CITRIC ACID, BUTYLENE GLYCOL, ISOPROPYL ALCOHOL, PHENOXYETHANOL, BEHENTRIMONIUM CHLORIDE, BUTYLPHENYL METHYLPROPIONAL, HYDROXYISOHEXYL 3-CYCLOHEXENE CARBOXALDEHYDE, ALPHA-ISOMETHYL IONONE, LINALOOL. MORHM01AQUA/WATER/EAU, CETEARYL ALCOHOL, ARGANIA SPINOSA (ARGAN) KERNEL OIL, CANOLA…

See more",42.00 ,4.7,3443
2020,B002C5KVL4,Herstyler Straightening Comb For Hair - Flat Iron Comb For Great Tresses Hair Straightener Comb With A Firm Grip - Straightener Comb For Knotty Hair - Styling Comb For Unkempt Hair - Get wooed (Pink),Hair Care,"Size


1 Count (Pack of 1)




Color


Pink




Brand


HerStyler




Hair Type


Dry",8.99 ,4.3,8735
2021,B002C7487U,EARTH SCIENCE - A/B Hydroxy Acid Night Rejuvenator (1 oz.),Skin Care,"Special Ingredients


Salicylic Acid, Hyaluronic Acid




Item Form


Lotion




Brand


Earth Science




Skin Type


All




Age Range (Description)


Adult",19.46 ,4.2,176
2022,B002C89J96,Tinkle Eyebrow Razor (Pack of 3),Shave & Hair Removal,"Brand


Diane




Color


Basic pack




Item Weight


0.05 Pounds




Item Dimensions LxWxH


5.98 x 0.2 x 2.01 inches




Skin Type


Sensitive",3.30 ,4.6,5917
2023,B002CL2G0C,e.l.f. Cosmetics Eyeliner Brush,Tools & Accessories,"Brand


E.l.f.




Color


Eyeliner Brush




Item Dimensions LxWxH


0.31 x 7.17 x 2.28 inches




Item Weight


0.03 Pounds




Age Range (Description)


Adult",6.99 ,4.2,7
2024,B002CML1JI,"SkinCeuticals Retinol 1.0 Maximum Strength Refining Night Cream, 1-Ounce Tube",Skin Care,"Item Form


Cream




Brand


SKINCEUTICALS




Skin Type


Acne Prone




Age Range (Description)


Adult




Skin Tone


All",138.88 ,4.6,409
2025,B002CML1XE,"La Roche-Posay Anthelios Light Fluid Face Sunscreen Broad Spectrum SPF 60, Oxybenzone Free, Non Greasy, Non-Comedogenic, 1.7 Fl. Oz. (Packaging may vary)",Skin Care,"Ingredients


Antioxidants,




Scent


Unscented




Product Benefits


Sunscreen visibly reduces appearance of sun damage. Suitable to use under makeup. Oxybenzone and Octinoxate-free.Sunscreen visibly reduces appearance of sun damage. Suitable to use under makeup.…

See more





Sun Protection


50 to 70 SPF SPF




Item Weight


0.05 Kilograms",29.99 ,4.7,3650
2026,B002CMLHF6,Moroccanoil Intense Hydrating Hair Mask,Hair Care,"Brand


Moroccanoil




Scent


Fragrance Originale




Hair Type


Hair Mask




Liquid Volume


250 Milliliters




Ingredients


AQUA/WATER/EAU, CETEARYL ALCOHOL, ARGANIA SPINOSA (ARGAN) KERNEL OIL, GLYCERIN, DIMETHICONE, CETRIMONIUM CHLORIDE, CETYL ALCOHOL, BEHENTRIMONIUM CHLORIDE, ISOPROPYL ALCOHOL, PARFUM/FRAGRANCE, DMDM HYDANTOIN, CITRIC ACID, CI 19140 (YELLOW 5), LINUM USITATISSIMUM (LINSEED) SEED EXTRACT, CI 15985 (YELLOW 6), BUTYLPHENYL METHYLPROPIONAL, HYDROXYISOHEXYL 3-CYCLOHEXENE CARBOXALDEHYDE, LINALOOL, ALPHA-ISOMETHYLIONONE. MOIHM01AQUA/WATER/EAU, CETEARYL ALCOHOL, ARGANIA SPINOSA (ARGAN) KERNEL OIL, GLYCERI…

See more",58.00 ,4.7,9163
2027,B002CMLRQA,"Biosilk Silk Therapy Cure, 2.26 oz (Pack of 2)",Hair Care,"Brand


Biosilk




Ingredients


Cyclopentasiloxane, Cyclotetrasiloxane, Dimethiconol, Cyclohexasiloxane, Alcohol Denat., C12-15 Alkyl Benzoate, Phenoxyethanol, Panthenol, Ethyl Ester of Hydrolyzed Silk, Fragrance, Parfum, Benzyl Benzoate, Hexyl Cinnamal, Linalool, Alpha-Isomethyl Ionone, Citronellol, Geraniol, Hydroxycitronellal, Butylphenyl Methylpropional, Eugenol.Cyclopentasiloxane, Cyclotetrasiloxane, Dimethiconol, Cyclohexasiloxane, Alcohol Denat., C12-15 Alkyl Benzoate, Phenoxyethanol, Panthenol, Ethyl Ester of…

See more





Product Benefits


Shining, Strengthening




Hair Type


Damaged,All",13.00 ,4.7,350
2028,B002CMLRX8,"Aveda Damage Remedy Conditioner, 6.7 Ounce",Hair Care,"Brand


Aveda




Scent


Floral




Hair Type


Damaged




Liquid Volume


200 Milliliters




Ingredients


Aqueous, Water, Aqua, Eau, Extracts, Extraits Aqueux:Medicago Sativa, Alfalfa, Leaf Powder, Linum Usitatissimum, Flaxseed, Seed Extract , Cetyl Alcohol , Cetearyl Alcohol , Glycerin , Dimethicone , Stearalkonium Chloride , Behentrimonium Chloride , Hordeum Distichon, Barley, Extract, Extrait D'Orge A Deux Rangs , Chenopodium Quinoa Seed Extract , Phellodendron Amurense Bark Extract , Hippophae Rhamnoides Oil , Fusanus Spicatus Wood Oil , Tocopherol , Hydroxyethylcellulose , Squalane , Helianthus Annuus, Sunflower, Seed Oil , Coco-Caprylate, Caprate , Alcohol Denat. , Sodium Gluconate , Fragrance, Parfum, , Linalool , Geraniol , Citronellol , Limonene , PhenoxyethanolAqueous, Water, Aqua, Eau, Extracts, Extraits Aqueux:Medicago Sativa, Alfalfa, Leaf Powder, Linum Usitatissimum, Flaxseed, Seed Extract , Cetyl Alcohol…

See more",31.80 ,4.6,675
2029,B002CMLS46,"Moroccanoil Intense Curl Cream, 10.2 oz",Hair Care,"Scent


Fragrance Originale




Brand


Moroccanoil




Item Form


Cream




Ingredients


AQUA/WATER/EAU, PARAFFINUM LIQUIDUM (MINERAL OIL), CETYL ALCOHOL, POLYQUATERNIUM-7, GLYCERYL STEARATE, DIMETHICONE, PETROLATUM, ARGANIA SPINOSA (ARGAN) KERNEL OIL, TOCOPHERYL ACETATE, PANTHENOL, PARFUM/FRAGRANCE, DMDM HYDANTOIN, CETRIMONIUM CHLORIDE, CITRIC ACID, CITRONELLOL, LIMONENE, ALPHA-ISOMETHYL IONONE, HEXYL CINNAMAL, HYDROXYCITRONELLAL, ISOEUGENOL, LINALOOL. MOICC01AQUA/WATER/EAU, PARAFFINUM LIQUIDUM (MINERAL OIL), CETYL ALCOH…

See more





Product Benefits


Provides lasting protection against frizz. Infused with argan oil to keep hair hydrated and soft to the touch.Provides lasting protection against frizz. Infused with argan oil to keep hair hydrated and s…

See more",34.00 ,4.5,3855
2030,B002CMLS50,Moroccanoil Hydrating Styling Cream,Hair Care,"Scent


Fragrance Originale




Brand


Moroccanoil




Item Form


Cream




Ingredients


AQUA/WATER/EAU, DIMETHICONE, CETEARYL ALCOHOL, PARFUM/FRAGRANCE, ARGANIA SPINOSA (ARGAN) KERNEL OIL, BEHENTRIMONIUM CHLORIDE, PHENOXYETHANOL, GLYCERYL STEARATE SE, CAPRYLYL GLYCOL, ISOPROPYL ALCOHOL, CHLORPHENESIN, CITRIC ACID, CI 15985 (YELLOW 6), EUGENOL, BUTYLPHENYL METHYLPROPIONAL, HYDROXYISOHEXYL 3-CYCLOHEXENE CARBOXALDEHYDE, LINALOOL, ALPHA-ISOMETHYL IONONE. MOHSC01AQUA/WATER/EAU, DIMETHICONE, CETEARYL ALCOHOL, PARFUM/FRAGRAN…

See more





Product Benefits


Tames frizz and flyaways. Soft-hold formula conditions and prepares hair for styling. Refreshes next-day hair.Tames frizz and flyaways. Soft-hold formula conditions and prepares hair for styling. Refres…

See more",34.00 ,4.6,7685
2031,B002CMLS8M,"Aveda Be Curly Enhancer, 6.7-Ounce Tube",Hair Care,"Brand


Aveda




Item Form


Liquid




Ingredients


Water\Aqua\Eau , Cetearyl Alcohol , Cetyl Alcohol , Phenyl Trimethicone , Linum Usitatissimum (Linseed) Seed Extract , Althaea Officinalis (Marshmallow) Root Extract , Aloe Barbadensis Leaf Juice , Behentrimonium Chloride , Hydrolyzed Wheat Protein , Panthenol , Quaternium-95 , Polyquaternium-11 , Glycerin , Tocopherol , Propanediol , Fragrance (Parfum) , Geraniol , Linalool , Amyl Cinnamal , Citronellol , Limonene , Maltodextrin , PhenoxyethanolWater\Aqua\Eau , Cetearyl Alcohol , Cetyl Alcohol , Phenyl Trimethicone , Linum Usitatissimum (Linseed) Seed Extract , Althaea Officinalis (Marshmallow) Roo…

See more





Product Benefits


Shining




Hair Type


Styling Cream / Gel, Curly",28.00 ,4.6,1997
2032,B002CMVU7Q,"American Crew Defining Paste, 3 oz, Added Texture with Low Shine",Hair Care,"Scent


Original




Brand


AMERICAN CREW




Item Form


Cream




Ingredients


Aqua/Water/Eau, Lanolin, Caprylic/Capric/Stearic Triglyceride, Hydrogenated Rosin, PEG-40 Sorbitan Peroleate, VP/VA Copolymer, Cera Alba (Beeswax (Cire D’abeille)), Hydrogenated Castor Oil, Ricinus Communis (Castor) Seed Oil, PEG-40 Hydrogenated Castor Oil, Cocos Nucifera (Coconut) Oil, Lanolin Cera (Lanolin Wax (Cire De Lanoline)), Phenoxyethanol, PEG-10 Soy Sterol, PEG-60 Almond Glycerides, Wheat Germ Glycerides, Helianthus Annuus (Sunflower) Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Aloe Barbadensis Leaf Juice, Parfum (Fragrance), Benzyl Alcohol, Limonene, Citronellol, Geraniol, Linalool, Potassium Sorbate, Methylparaben, Ethylparaben, Propylparaben.Aqua/Water/Eau, Lanolin, Caprylic/Capric/Stearic Triglyceride, Hydrogenated Ros…

See more





Product Benefits


Provides medium hold and low shine. Contains beeswax to provide a natural, pliable hold for various hair lengths.Provides medium hold and low shine. Contains beeswax to provide a natural, pliable hold f…

See more",18.50 ,4.6,5500
2033,B002CPRK9U,EO Products Shower Gel - Grapefruit & Mint - 16 oz,Skin Care,"Item Form


Gel




Brand


EO




Scent


Grapefruit and Mint




Ingredients


Purified water, cocamidopropyl hydroxysultaine, sodium coco-sulfate, sodium methyl cocoyl taurate, vegetable glycerin, regenerating complex [gotu kola (centella asiatica) flower/leaf/stem extract, papaya (carica papaya) fruit extract and iris (iris florentina) root extract], caprylyl/capryl glucoside, panthenol, allantoin, eo organic herbal blend [organic aloe vera (aloe barbadensis),organic chamomile (matricaria recutita) extract, organic calendula (calendula officinalis) extract, and ...Purified water, cocamidopropyl hydroxysultaine, sodium coco-sulfate, sodium methyl cocoyl taurate, vegetable glycerin, regenerating complex [gotu kola…

See more





Item Weight


1 Pounds",17.64 ,4.5,136
2034,B002CSOYIC,"bareMinerals ORIGINAL SPF 15 Foundation with Click, Lock, Go Sifter - Medium Beige (7476)",Makeup,"Color


Medium Beige




Brand


BareMinerals




Ingredients


Active Ingredients:: Titanium Dioxide 12.6%, Zinc Oxide 21%. Inactive Ingredients: Bismuth Oxychloride, Mica, Iron Oxides, Zinc Oxide, Titanium DioxideActive Ingredients:: Titanium Dioxide 12.6%, Zinc Oxide 21%. Inactive Ingredients: Bismuth Oxychloride, Mica, Iron Oxides, Zinc Oxide, Titanium Dioxide

See more





Coverage


Buildable




Skin Tone


Medium",33.99 ,4.6,2437
